epoch,train_loss,val_mae,val_r2,lr
52,0.16598294716237522,0.5552331338977271,0.8595764775862369,3.0000000000000024e-05
53,0.16300834783511917,0.5425281406154299,0.8669682846548189,3.0000000000000024e-05
54,0.16416252411265925,0.5365026550727865,0.8711490984943328,3.0000000000000024e-05
55,0.16176747426208926,0.5459222595889972,0.8711700211128302,3.0000000000000024e-05
56,0.16028044311466014,0.5400493557873887,0.8716891210344773,3.0000000000000024e-05
57,0.15946508005897447,0.5727822412249749,0.8508030400409672,3.0000000000000024e-05
58,0.15891123260939266,0.5286822962822264,0.8765105130353783,3.0000000000000024e-05
59,0.15716449684667877,0.5318855442443271,0.8722859096056607,3.0000000000000024e-05
60,0.15595215668038623,0.5257686488288121,0.8749351241685503,3.0000000000000024e-05
61,0.15283518838809756,0.5273270703947185,0.8749808126026926,3.0000000000000024e-05
62,0.15316373389214277,0.5206627504791924,0.8774990977547895,3.0000000000000024e-05
63,0.15085517324325515,0.5279273893702031,0.8754563624013739,3.0000000000000024e-05
64,0.14962388491030873,0.5301931188105162,0.8723721158709815,3.0000000000000024e-05
65,0.14821231074449492,0.530589585959127,0.8776249350603059,3.0000000000000024e-05
66,0.150537075315852,0.5340617035058912,0.8760486281408274,3.0000000000000024e-05
67,0.1476682469294202,0.5370612847267595,0.872940899651614,3.0000000000000024e-05
68,0.1448718164706739,0.5334825855072595,0.8677714934024982,3.0000000000000024e-05
69,0.14379044767560029,0.5208286845786068,0.8776640916295388,3.0000000000000024e-05
70,0.14243307566588245,0.5206555911765726,0.8790929479403703,3.0000000000000024e-05
71,0.14225065721789512,0.5265512025687491,0.8744926575975991,3.0000000000000024e-05
72,0.14072363510182717,0.5142312239072497,0.879102498586668,3.0000000000000024e-05
73,0.14042561421761426,0.5296940620607795,0.8697343202017975,3.0000000000000024e-05
74,0.1372947385988948,0.5423986636143302,0.8681770846509553,3.0000000000000024e-05
75,0.1387685876475965,0.5416952500254621,0.8634256861030504,3.0000000000000024e-05
76,0.1365583118096721,0.517913784032016,0.8777774572560074,3.0000000000000024e-05
77,0.13526598168764173,0.5116239340265208,0.8828550580030746,3.0000000000000024e-05
78,0.1346353161398594,0.5173759914465087,0.8784401279842898,3.0000000000000024e-05
79,0.13325329254404072,0.5120172154529525,0.8783844163098481,3.0000000000000024e-05
80,0.1323704987582637,0.5079995517015679,0.8824507823241513,3.0000000000000024e-05
81,0.13158996850706456,0.5162248508835998,0.8810186182492322,3.0000000000000024e-05
82,0.1315493133009934,0.5283918928836034,0.8750289707548868,3.0000000000000024e-05
83,0.1291410451436915,0.5173575556419513,0.8755484627156629,3.0000000000000024e-05
84,0.12888786662369967,0.5084873963205091,0.8843668932238731,3.0000000000000024e-05
85,0.12784483311016384,0.5036535276050954,0.8824953916520579,3.0000000000000024e-05
86,0.12756265413652107,0.5205827136711914,0.8744334223485298,3.0000000000000024e-05
87,0.12620787077197215,0.4934327998626963,0.8868234303626217,3.0000000000000024e-05
88,0.12647581175423978,0.5049471419360018,0.8854101812616977,3.0000000000000024e-05
89,0.12361748373453937,0.512466521871191,0.8784317512975128,3.0000000000000024e-05
90,0.1235358107426181,0.49521137782680313,0.8872217775974925,3.0000000000000024e-05
91,0.12331835505348153,0.5140484873745153,0.8758725646096319,3.0000000000000024e-05
92,0.12204900654259979,0.49955164666915497,0.8869524766613113,3.0000000000000024e-05
93,0.12170902853150194,0.49954455374327583,0.8872005993515788,3.0000000000000024e-05
94,0.1198855600342518,0.4970029634297342,0.8865522666719133,3.0000000000000024e-05
95,0.11831766623640205,0.4965994130466384,0.8858860854942879,3.0000000000000024e-05
96,0.11817851585404175,0.5034396957933087,0.8871015969208664,3.0000000000000024e-05
97,0.11821958156893166,0.5093366374103951,0.8802654006284778,3.0000000000000024e-05
98,0.11805101856589317,0.5139856360728995,0.8795688788301717,3.0000000000000024e-05
99,0.11496195883103986,0.49288412523379727,0.888051303485484,3.0000000000000024e-05
100,0.1160348296256327,0.48690497936461247,0.8885165355596089,3.0000000000000024e-05
101,0.11413793908659278,0.5023679099718115,0.884556481334442,3.0000000000000024e-05
102,0.11313264230947669,0.49284680859202445,0.8902806059477633,3.0000000000000024e-05
103,0.11233430928209932,0.48522114054881343,0.8902523232156908,3.0000000000000024e-05
104,0.11240878439985397,0.48853735424657907,0.8881543731109796,3.0000000000000024e-05
105,0.11125366189857809,0.48703365918282165,0.8917162767223239,3.0000000000000024e-05
106,0.1096797842850409,0.48194553981722665,0.8915245181222382,3.0000000000000024e-05
107,0.10973102956010801,0.4890468411178124,0.8877034242038276,3.0000000000000024e-05
108,0.10875770333790924,0.48969960358649106,0.8906370931946602,3.0000000000000024e-05
109,0.10813258854081718,0.4844317218179776,0.8935282631696695,3.0000000000000024e-05
110,0.10783350567628698,0.48677451678258676,0.8916022091543387,3.0000000000000024e-05
111,0.10545476822455119,0.4956369816794635,0.886378004356264,3.0000000000000024e-05
112,0.10553627958657538,0.47849322112179393,0.894092750877971,3.0000000000000024e-05
113,0.10435397125689722,0.488358794784225,0.8885904512510561,3.0000000000000024e-05
114,0.10420120835713134,0.48967191214870287,0.8902834191358733,3.0000000000000024e-05
115,0.10418683138289829,0.4861564498010599,0.892333434212652,3.0000000000000024e-05
116,0.10252903017965032,0.48268985447479734,0.8914913257312663,3.0000000000000024e-05
117,0.10296896561162501,0.47537167138248065,0.8957887968544499,3.0000000000000024e-05
118,0.10266581242449763,0.4829959654855326,0.8933463192194907,3.0000000000000024e-05
119,0.10184835065610526,0.48426575653770926,0.8909347437704326,3.0000000000000024e-05
120,0.10116869408819007,0.4835257281170951,0.8892509031709902,3.0000000000000024e-05
121,0.09897981197913973,0.4764442269312011,0.8935435492047409,3.0000000000000024e-05
122,0.09945200422278992,0.4784903985325909,0.892872226630957,3.0000000000000024e-05
123,0.09887234932493146,0.48042002235307985,0.8927225355830697,3.0000000000000024e-05
124,0.0986174858038927,0.49293518690241545,0.8861148443056689,3.0000000000000024e-05
125,0.09830324894680482,0.48362458414087245,0.8915641693065354,3.0000000000000024e-05
126,0.09649179833827586,0.4779739958742969,0.8937085664791213,3.0000000000000024e-05
127,0.09665449243038893,0.4947377331847483,0.8856156863680643,3.0000000000000024e-05
128,0.09589103868276608,0.49277439968599207,0.8870149950825185,3.0000000000000024e-05
129,0.09573631337275956,0.47801963333893116,0.8951540057122491,3.0000000000000024e-05
130,0.09532779987856019,0.47205946462389886,0.8947036327574148,3.0000000000000024e-05
131,0.09367670670787735,0.4754858505022942,0.8962587058743419,3.0000000000000024e-05
132,0.09309480524417467,0.4985062571299519,0.8858773622870115,3.0000000000000024e-05
133,0.0936356096460325,0.48595206210502623,0.890038883553363,3.0000000000000024e-05
134,0.09127946130976808,0.48108556403412867,0.8939502756136429,3.0000000000000024e-05
135,0.09089651544828241,0.47146050138621365,0.8958052094343483,3.0000000000000024e-05
136,0.09039807685355587,0.4960696345258876,0.8870391246903268,3.0000000000000024e-05
137,0.0908943418095388,0.4715619832574038,0.8973044538250787,3.0000000000000024e-05
138,0.08923070215642816,0.47326339813775403,0.8957612523778569,3.0000000000000024e-05
139,0.08831954979133315,0.47798662383963214,0.8943324081359412,3.0000000000000024e-05
140,0.08800272620850946,0.47273163595994105,0.8934933420613906,3.0000000000000024e-05
141,0.08744695457834296,0.4680161681388269,0.8980849091221353,3.0000000000000024e-05
142,0.08743265521053861,0.4816355929009043,0.8949423564523824,3.0000000000000024e-05
143,0.08579105782754175,0.48461384228549387,0.89166484215459,3.0000000000000024e-05
144,0.08585463337055067,0.47107869564750576,0.8947309087903458,3.0000000000000024e-05
145,0.08487795351254868,0.4826766368220069,0.8912211236011202,3.0000000000000024e-05
146,0.08518073097916275,0.4809642284024494,0.8928773842685157,3.0000000000000024e-05
147,0.0844784275083462,0.47270527224677683,0.8962714332715738,3.0000000000000024e-05
148,0.08410949457618522,0.4728027514312078,0.8957028915124478,3.0000000000000024e-05
149,0.08334825607016683,0.48305061437960944,0.8920324216179076,3.0000000000000024e-05
150,0.08336018511980045,0.4797610657425477,0.8924447958916818,3.0000000000000024e-05
151,0.08192445383202739,0.47370483243282,0.8965502167265508,3.0000000000000024e-05
152,0.08174088114599992,0.47586136826943587,0.896196320458102,3.0000000000000024e-05
153,0.08127215202534344,0.466365275730613,0.8971975964838853,3.0000000000000024e-05
154,0.07960533878834146,0.47321587365445844,0.8958859413887246,3.0000000000000024e-05
155,0.08087734794017018,0.47156489773520033,0.8970220334026521,3.0000000000000024e-05
156,0.0793940903528071,0.46742516556796276,0.8969341127350314,3.0000000000000024e-05
157,0.07853414892877747,0.46890047246668315,0.8957157288768961,3.0000000000000024e-05
158,0.07788890455963045,0.4765104494824558,0.8924126154601439,3.0000000000000024e-05
159,0.07794746978026701,0.46899884547447873,0.8957649431456093,3.0000000000000024e-05
160,0.07740865623941873,0.4739143085682432,0.8941211387735607,3.0000000000000024e-05
161,0.0764517878500245,0.47013626129531594,0.8964456139928736,3.0000000000000024e-05
162,0.07589428361914144,0.46798424002912353,0.8982509995248786,3.0000000000000024e-05
163,0.07580927341449552,0.4753238749667807,0.8924852234165321,3.0000000000000024e-05
164,0.07534887323655733,0.47280005956065424,0.8970046088937651,3.0000000000000024e-05
165,0.07425915114808737,0.47310133386940406,0.8947019161169776,3.0000000000000024e-05
166,0.07499513552501434,0.48358960452870314,0.8929406263474886,3.0000000000000024e-05
167,0.07422767495509328,0.46409588234019855,0.8977841095524299,3.0000000000000024e-05
168,0.07390676895383655,0.4798148875651628,0.8910497078420704,3.0000000000000024e-05
169,0.07369480138962589,0.4699595726776683,0.8979341056935913,3.0000000000000024e-05
170,0.07326486013920569,0.4691088888522842,0.8974170721493435,3.0000000000000024e-05
171,0.07234293577920009,0.46608262098287456,0.8971950144820506,3.0000000000000024e-05
172,0.07224301075017671,0.469643678721224,0.8964601542624644,3.0000000000000024e-05
173,0.07082997323808873,0.47011352858785727,0.8976167137970835,3.0000000000000024e-05
174,0.0715707316994667,0.46334312222622775,0.898758153476053,3.0000000000000024e-05
175,0.06982465228065848,0.47574236833879485,0.8944549701811992,3.0000000000000024e-05
176,0.0705776950798747,0.4786364141591103,0.8922278199991014,3.0000000000000024e-05
177,0.06923997046698521,0.4674731995004637,0.8973847764683426,3.0000000000000024e-05
178,0.06948261185571915,0.46979760365643686,0.896619270970213,3.0000000000000024e-05
179,0.06915824542321809,0.4752363683332684,0.8941272874131606,3.0000000000000024e-05
180,0.06805370964973075,0.4662956799273344,0.8974253802109122,3.0000000000000024e-05
181,0.06798627183250175,0.47172250491669065,0.8944202037377215,3.0000000000000024e-05
182,0.0667288430239551,0.46580938182218984,0.8983306088698472,3.0000000000000024e-05
183,0.06657595899546655,0.4694610757943011,0.8954301598658959,3.0000000000000024e-05
184,0.06648153715153657,0.4689099483504464,0.8959686347775442,3.0000000000000024e-05
185,0.06655127406347452,0.4706798865510292,0.8965044984188459,3.0000000000000024e-05
186,0.06592472023671357,0.46078137067051333,0.8993578485133384,3.0000000000000024e-05
187,0.06529190839927007,0.4683045388918251,0.8977570760286703,3.0000000000000024e-05
188,0.06501815016040714,0.4723986446302484,0.8961257481738404,3.0000000000000024e-05
189,0.06386269485895954,0.46982218339923254,0.8966706189317094,3.0000000000000024e-05
190,0.06417828863032343,0.4729292002365415,0.8958377917284135,3.0000000000000024e-05
191,0.0630315545628347,0.4702951637723511,0.8972904708117415,3.0000000000000024e-05
192,0.06332036644992668,0.46171889142368094,0.8991439540414681,3.0000000000000024e-05
193,0.06253714037195938,0.46740598060986926,0.8959635169170412,3.0000000000000024e-05
194,0.062276936306550006,0.47254182557820157,0.8934311680087074,3.0000000000000024e-05
195,0.06261722008674973,0.4631099444461826,0.8983564780949154,3.0000000000000024e-05
196,0.06252472131036041,0.4651109006217561,0.8982362103172451,3.0000000000000024e-05
197,0.06113176151156062,0.4649286033058896,0.8976567729210433,3.0000000000000024e-05
198,0.06124834597065318,0.46513780419060524,0.8991966402743842,3.0000000000000024e-05
199,0.060428124466320364,0.46905702978722646,0.8971565901927087,3.0000000000000024e-05
200,0.06035839062661114,0.46242467817527083,0.8982123780377735,3.0000000000000024e-05
201,0.059829757446650325,0.46520617641639717,0.8972127247374801,3.0000000000000024e-05
202,0.06003261448406592,0.4663516308153465,0.8971993691866302,3.0000000000000024e-05
203,0.05937792726497098,0.4848527562013197,0.8920093280986405,3.0000000000000024e-05
204,0.05874361041024691,0.47044993228128634,0.8936929115754156,3.0000000000000024e-05
205,0.058533443535519085,0.46476450806215863,0.8975270763776002,3.0000000000000024e-05
206,0.057386456398157086,0.47255766627220464,0.8956068833506168,3.0000000000000024e-05
207,0.0578308998970542,0.4714500492603553,0.8951593039930658,3.0000000000000024e-05
208,0.05785741503691164,0.46619033211830674,0.8981598023643369,3.0000000000000024e-05
209,0.05696830173908937,0.4665506767291331,0.8973899122997278,3.0000000000000024e-05
210,0.056650152225501654,0.4655132662720378,0.8980960882571895,3.0000000000000024e-05
211,0.056461037238832654,0.465374959001463,0.8976532623652347,3.0000000000000024e-05
212,0.055599957329743516,0.4624550388481409,0.8984009834916212,3.0000000000000024e-05
213,0.05612108005755922,0.4732406084732439,0.8944666666389964,3.0000000000000024e-05
214,0.05548853043285085,0.4651636722942,0.8981343780737475,3.0000000000000024e-05
215,0.05574307204564897,0.4682536303334053,0.8973196893569252,3.0000000000000024e-05
216,0.05484208202829993,0.4692232392660999,0.8964861194488867,3.0000000000000024e-05
217,0.05454112064638516,0.47315291341173693,0.8939558892962419,3.0000000000000024e-05
218,0.05410135162585392,0.4685557645864842,0.8945095437060954,3.0000000000000024e-05
219,0.05280373129630234,0.4673608718956445,0.8957156578705534,3.0000000000000024e-05
220,0.05370084405876696,0.46579457236351157,0.8981917970454905,3.0000000000000024e-05
221,0.05296495040060907,0.4638809346954306,0.8992406392080408,3.0000000000000024e-05
222,0.052749248198801425,0.46288894781847906,0.8986577619781848,3.0000000000000024e-05
223,0.05257076320306557,0.46605795991314364,0.8971710213098003,3.0000000000000024e-05
224,0.05233879119339513,0.4701503729499814,0.8964133323042964,3.0000000000000024e-05
225,0.05213618570393542,0.4695857264699287,0.8964704062299643,3.0000000000000024e-05
226,0.05130083123562721,0.47034753163207593,0.895749556224279,3.0000000000000024e-05
